Customer ID,Recency,Frequency,Monetary
16791,31,5,1418.67
16792,154,2,367.19
16794,5,4,734.74
16795,249,1,617.97
16797,105,3,1023.83
16798,120,3,848.71
16799,19,1,248.79000000000002
16802,245,2,582.61
16805,143,3,636.65
16807,36,3,1002.29
16809,22,3,636.64
16814,40,11,4829.11
16815,19,2,410.97
16819,31,2,182.59
16822,252,1,181.39
16823,28,3,936.08
16825,100,1,363.3
16827,4,3,271.72
16830,8,3,881.59
16831,130,1,91.8
16832,24,1,111.0
16833,5,2,1302.51
16834,240,1,485.5
16835,66,3,1098.31
16836,140,1,220.75
16838,96,2,570.76
16839,23,6,2549.96
16840,169,2,139.85
16841,47,5,1792.14
16843,1,16,7982.28
16844,128,2,614.34
16845,184,1,253.88
16846,143,2,628.09
16847,184,1,421.45
16854,206,1,1290.81
16856,8,1,183.78000000000003
16857,8,1,352.8
16858,21,8,3494.8
16859,1,4,779.9
16860,18,3,1610.62
16861,74,1,137.4
16862,113,4,662.33
16864,164,1,111.72000000000001
16867,255,1,76.74000000000001
16868,159,1,183.9
16870,35,1,450.16
16872,19,2,337.96
16873,47,5,5823.99
16875,3,6,2139.0
16880,59,1,321.78000000000003
16883,47,17,1991.83
16884,122,2,644.08
16886,22,1,134.0
16887,304,1,219.82
16888,242,2,317.31
16889,82,2,653.79
16890,42,3,285.41
16891,44,6,1014.86
16892,120,2,236.56
16894,68,3,1324.06
16895,4,4,902.28
16896,121,1,103.95
16898,142,1,192.64
16901,295,1,204.26
16905,63,7,989.4
16906,141,2,347.56
16907,1,2,260.75
16908,288,1,252.59
16911,201,2,255.25
16912,15,3,1574.63
16913,217,2,310.47
16915,29,3,531.0500000000001
16917,198,1,1466.31
16918,70,9,1696.3
16919,3,8,1156.25
16921,8,2,276.88
16922,138,1,611.08
16923,33,7,3369.71
16925,106,1,125.65
16926,22,4,960.85
16928,1,5,395.5
16932,137,1,121.48
16933,64,4,1844.28
16934,86,3,781.5600000000001
16937,65,1,202.1
16938,59,3,2713.33
16939,54,3,449.0
16940,16,5,3377.78
16941,177,1,33.0
16943,105,2,482.76
16944,175,1,101.36
16945,10,11,3492.22
16946,77,4,1035.94
16947,28,4,548.73
16948,101,3,394.85
16950,37,5,1655.01
16952,7,3,631.17
16954,10,9,3339.3399999999997
16955,120,2,601.64
16958,1,1,809.44
16960,122,2,755.83
16961,98,1,162.05
16964,299,2,207.85
16970,192,1,71.4
16972,22,1,292.8
16974,88,2,365.5
16975,31,2,351.48
16977,152,3,360.3
16978,232,2,424.55
16979,16,1,305.65
16983,12,1,169.62
16984,44,6,5094.9800000000005
16985,28,12,5038.8
16986,11,9,3015.55
16987,172,3,646.1
16992,3,6,2251.59
16993,29,2,1950.95
16998,10,1,107.0
17001,7,6,1877.57
17002,9,4,1077.82
17003,144,1,144.36
17005,36,2,742.36
17006,210,1,180.81
17007,3,1,230.17000000000002
17009,117,1,242.06
17011,213,2,400.8
17012,291,1,384.16
17016,142,1,552.4
17017,10,3,1688.79
17018,143,3,962.6
17019,95,3,1018.61
17020,108,2,935.62
17021,8,6,1182.22
17023,52,2,604.5600000000001
17025,207,1,848.7
17027,12,3,436.82
17028,147,3,1593.83
17029,2,4,1256.3
17031,24,3,2140.0
17032,113,8,3004.6
17034,79,1,197.95000000000002
17035,157,2,180.06
17039,170,1,1954.99
17040,116,1,13.52
17041,166,2,220.41
17043,136,2,587.5
17044,37,5,4300.7
17046,10,4,1264.05
17047,176,2,765.9300000000001
17048,3,4,1146.33
17049,43,7,2846.75
17050,54,4,1162.55
17051,12,3,467.25
17055,11,1,239.55
17056,304,1,128.60000000000002
17057,162,1,294.74
17059,65,4,1785.13
17062,5,1,195.67
17063,5,5,1849.79
17065,203,2,194.7
17066,292,1,228.34
17067,290,3,454.54
17068,2,20,3310.19
17069,148,2,1250.83
17071,47,3,824.27
17072,191,1,282.05
17074,128,1,203.05
17075,44,5,1007.93
17076,204,2,191.75
17077,144,1,306.0
17080,72,3,367.65
17081,4,3,501.75
17082,191,3,1785.38
17083,2,5,2058.43
17085,3,15,3613.64
17087,303,1,221.53
17090,71,3,611.76
17091,2,8,2857.08
17092,3,7,3817.18
17093,158,1,235.88
17095,40,3,933.69
17096,2,5,2123.45
17098,106,1,299.47
17099,99,1,582.17
17101,116,1,168.4
17103,288,1,424.3
17107,47,3,4396.57
17108,229,1,174.95
17109,63,1,184.69
17110,86,2,347.4
17112,68,1,205.17000000000002
17113,140,6,2322.59
17115,114,4,1923.99
17116,214,1,389.78
17122,65,1,102.02000000000001
17123,5,2,631.87
17126,31,1,282.05
17127,10,4,800.73
17129,86,1,31.85
17132,18,2,1272.8
17133,40,5,9730.09
17134,8,1,212.1
17135,54,2,372.35
17136,228,1,231.68
17137,53,5,942.15
17138,98,5,3891.87
17139,14,10,7398.49
17141,250,2,406.44
17142,99,2,446.55
17143,81,1,661.51
17145,78,4,3120.91
17146,1,10,5110.46
17147,18,5,1485.36
17149,17,1,143.10000000000002
17150,131,4,795.65
17151,301,1,231.90000000000003
17155,93,5,640.76
17156,57,1,591.87
17157,46,17,4832.900000000001
17158,113,2,713.03
17159,43,2,560.71
17160,38,8,4234.53
17161,10,1,856.01
17163,11,2,406.68
17165,122,4,1208.93
17167,11,1,257.69
17168,64,1,400.2
17169,144,1,320.95
17171,227,1,159.68
17172,292,1,336.82
17176,92,2,596.1899999999999
17177,71,1,119.5
17178,297,1,436.71000000000004
17179,128,1,193.17000000000002
17180,22,6,1349.98
17181,161,1,69.93
17182,284,1,178.5
17184,135,2,198.41000000000003
17185,157,3,229.46
17187,92,1,263.76
17188,12,6,2118.7000000000003
17189,126,3,573.23
17190,115,3,953.42
17191,52,6,1585.23
17192,102,1,77.83
17193,303,1,45.0
17194,96,1,549.88
17195,221,1,562.98
17199,148,1,145.12
17200,218,2,165.06
17201,89,3,899.41
17204,4,2,2490.27
17205,130,1,274.95
17207,218,1,303.21999999999997
17209,215,3,611.6
17211,215,4,1263.0
17212,24,2,567.56
17213,63,6,2088.17
17215,30,1,186.15
17216,120,1,65.05
17217,185,1,104.5
17218,18,5,1025.74
17220,23,6,873.95
17221,157,3,643.39
17222,43,5,1250.8600000000001
17224,67,1,100.86000000000001
17225,147,1,131.15
17226,10,2,506.63
17227,2,5,703.51
17228,21,5,915.1999999999999
17230,129,10,6286.54
17231,40,13,3122.51
17233,14,2,369.98
17235,58,4,583.72
17236,91,5,839.98
17238,29,12,2786.59
17239,92,1,308.45000000000005
17240,162,1,130.60000000000002
17241,14,11,2580.54
17242,22,3,1754.24
17243,5,37,9742.48
17244,299,1,260.65
17245,255,1,200.18
17246,112,2,38.92
17248,47,1,227.51000000000002
17251,290,1,306.40000000000003
17255,12,1,381.15
17256,47,3,258.93
17257,2,2,192.73
17258,231,1,283.85
17259,11,4,904.33
17261,75,1,230.44
17262,44,6,1235.4
17266,65,2,207.09
17268,11,7,970.25
17270,35,2,604.4
17271,302,1,210.39
17278,131,1,25.2
17280,4,1,118.86
17281,2,5,727.05
17282,22,2,636.25
17284,11,1,229.46
17285,194,2,428.34
17287,10,12,2055.9
17289,14,5,918.84
17290,120,4,469.88
17292,38,2,271.75
17293,45,7,1174.54
17294,235,2,467.79
17296,296,1,338.13
17298,59,2,343.64
17299,5,2,346.97
17300,47,1,155.8
17301,190,1,132.8
17304,100,1,111.5
17305,214,1,2135.46
17307,18,8,2438.9500000000003
17308,18,1,3845.04
17309,239,1,220.09
17310,100,1,765.0
17311,126,2,1242.49
17314,53,8,2041.88
17315,4,1,765.58
17318,291,1,164.28
17319,235,1,29.099999999999998
17320,4,3,1244.23
17321,121,2,496.31
17322,302,1,114.55
17323,50,4,513.03
17324,17,8,1184.5900000000001
17325,207,1,101.89999999999999
17326,95,1,172.6
17327,128,1,4.25
17328,239,1,104.7
17329,297,3,481.32
17330,110,2,59.900000000000006
17332,94,5,838.27
17335,250,1,154.77
17336,38,1,81.12
17338,11,6,3075.32
17339,75,1,59.0
17340,1,6,5985.2
17341,106,2,594.87
17342,94,3,927.14
17343,68,4,866.35
17344,294,1,307.54
17345,100,5,768.6
17346,17,7,1858.29
17348,3,4,1316.89
17349,105,2,257.9
17350,113,2,456.511
17351,35,8,1119.08
17352,262,1,36.25
17353,57,2,1502.0
17356,120,4,768.25
17358,219,1,117.22
17359,214,1,156.6
17361,242,2,392.44
17362,176,4,522.87
17364,3,14,6387.02
17365,81,4,1879.89
17366,22,1,485.99
17368,85,3,603.24
17369,21,1,979.2
17371,189,3,238.66
17372,7,16,2304.48
17373,8,2,296.78
17376,88,1,141.25
17377,5,48,9599.37
17380,66,2,521.4
17381,10,6,10799.22
17382,1,7,836.88
17383,19,1,110.7
17384,33,1,171.15
17388,38,5,949.99
17389,40,15,6747.1
17392,16,1,168.65
17393,54,1,194.60000000000002
17395,74,1,97.5
17396,7,1,263.4
17400,147,3,2547.09
17401,107,1,114.85
17402,4,8,1372.29
17403,16,1,118.95
17404,25,6,10499.83
17406,10,10,2002.53
17408,66,2,283.44
17409,130,5,3260.02
17411,302,1,344.40000000000003
17412,58,7,2093.61
17413,135,1,219.84
17414,100,3,1187.2
17416,3,12,7756.78
17417,114,1,164.18
17419,65,4,1015.16
17421,301,1,130.8
17422,17,3,920.72
17426,18,7,3040.51
17428,28,9,9074.210000000001
17430,45,1,210.8
17432,141,3,474.45
17436,159,2,216.0
17437,95,1,373.17
17438,10,4,1034.32
17439,221,1,325.74
17440,115,1,137.16
17441,298,1,293.35
17442,2,8,2101.64
17448,63,46,14556.970000000001
17449,115,4,1318.1200000000001
17450,3,3,39841.38
17454,28,6,1030.41
17456,22,1,725.7
17457,53,6,2810.17
17460,16,8,1286.06
17463,126,2,661.5
17464,88,2,710.98
17465,66,6,2258.18
17469,51,9,2775.58
17470,2,4,1050.22
17471,40,1,321.65000000000003
17472,194,1,224.81
17473,22,1,298.1
17474,165,1,1047.0
17476,303,1,260.36
17477,178,2,1144.3
17478,199,1,706.2
17479,198,1,389.26000000000005
17480,10,1,390.21
17482,53,2,778.19
17484,142,2,209.57
17487,294,1,160.55
17488,207,1,336.5
17490,135,1,353.14
17491,15,5,1652.96
17492,44,2,747.85
17494,67,1,54.7
17496,129,3,1141.84
17497,176,1,204.6
17499,127,1,718.51
17504,8,7,5855.71
17505,116,3,1289.64
17508,39,6,3430.62
17511,2,21,66940.58
17512,18,8,2542.83
17513,45,1,387.0
17514,235,1,334.18
17515,2,4,633.44
17518,187,1,153.55
17519,8,9,2930.15
17524,4,2,394.14
17526,42,6,1910.1999999999998
17529,176,2,1240.25
17530,148,2,455.87
17531,93,2,970.12
17534,17,4,1445.47
17536,248,1,34.78
17539,183,4,1226.57
17540,59,3,599.35
17541,75,1,124.46
17542,207,2,170.95
17543,115,1,120.05
17545,143,1,339.8
17547,231,1,404.55
17550,50,5,1915.0
17552,4,8,1856.3600000000001
17553,38,3,2270.0
17555,152,1,156.65
17557,298,1,34.0
17559,78,1,167.62
17560,16,3,541.4
17561,96,2,364.46999999999997
17563,144,2,392.38
17565,152,1,131.83
17567,7,1,506.6
17568,199,1,382.79
17571,108,1,205.23999999999998
17572,3,4,224.46
17575,233,1,171.7
17576,15,16,3817.06
17577,211,2,348.75
17578,40,6,903.87
17579,144,1,304.38
17581,1,17,6315.98
17582,12,4,1275.43
17583,126,1,135.95
17584,33,4,4067.12
17585,11,3,960.23
17586,185,1,167.4
17587,194,1,181.66
17588,15,3,1359.33
17589,16,13,10914.12
17591,257,1,144.1
17592,304,1,148.3
17593,102,5,3235.9700000000003
17594,15,2,1504.7
17596,5,6,1700.12
17597,40,3,872.05
17599,43,1,52.05
17602,38,8,2348.16
17603,183,3,1398.76
17604,37,3,432.28000000000003
17605,156,1,160.75
17606,303,1,87.30000000000001
17608,15,2,305.11
17609,147,3,503.54
17610,106,5,1529.49
17611,24,12,3922.41
17612,3,10,2704.21
17615,17,2,328.0
17616,17,1,163.2
17617,124,1,395.33
17618,47,6,2216.63
17622,163,2,1130.21
17623,50,5,1407.17
17624,3,2,725.15
17625,12,4,4020.8
17626,168,1,254.0
17627,44,1,296.36
17631,234,3,335.76
17635,92,2,852.08
17638,213,2,842.4000000000001
17639,40,3,269.13
17640,19,4,2219.98
17642,186,2,648.71
17643,71,1,338.15000000000003
17644,18,8,2632.55
17646,21,8,2500.6800000000003
17647,235,2,198.6
17649,35,2,710.4
17651,64,6,1758.52
17660,303,1,163.47
17662,227,2,412.92
17663,8,9,3064.27
17664,40,2,561.59
17665,59,1,563.1
17666,43,3,1319.6399999999999
17667,1,4,1895.19
17669,28,3,2735.63
17672,4,3,1945.14
17673,59,5,1825.09
17675,11,30,12174.86
17676,43,3,850.63
17677,4,21,15350.44
17678,169,1,301.65
17679,87,5,1585.5
17680,77,1,226.05
17681,163,5,731.2
17682,7,5,1590.95
17683,77,2,683.23
17685,31,3,1429.68
17686,99,1,1294.8700000000001
17689,40,1,166.0
17690,198,2,765.37
17691,112,1,172.65
17692,24,5,1612.06
17694,77,2,1412.85
17695,29,2,664.5
17696,3,14,4327.88
17699,42,2,442.0
17700,45,7,3190.66
17705,21,2,260.38
17706,3,9,7159.47
17707,26,5,330.3
17709,36,4,533.5600000000001
17713,9,3,924.14
17714,36,3,824.07
17715,158,1,163.2
17716,11,9,9612.78
17718,210,1,299.83
17720,1,4,1088.51
17721,225,1,307.21000000000004
17726,10,4,526.79
17728,19,1,990.2
17729,162,1,438.65000000000003
17730,12,5,1901.49
17731,187,2,468.88
17732,23,3,919.7
17734,91,3,741.69
17735,8,3,1423.3
17738,4,8,1864.49
17739,2,9,3943.6600000000003
17740,134,4,313.5
17741,126,1,41.400000000000006
17742,22,8,1628.8700000000001
17743,14,1,229.2
17745,43,2,600.34
17746,37,3,793.9300000000001
17748,93,1,358.15
17749,112,1,351.66
17753,30,4,390.56
17754,52,7,2396.19
17757,4,18,2215.23
17758,134,1,434.96
17759,149,1,132.15
17760,193,3,237.89
17762,22,1,129.75
17763,219,3,71.15
17764,106,2,535.71
17765,14,1,158.92
17768,246,3,595.27
17769,5,5,1792.98
17771,2,2,141.6
17773,80,2,585.27
17774,38,4,1797.35
17776,289,1,215.75
17778,227,1,197.70000000000002
17780,233,3,352.91
17783,78,1,96.44
17784,116,1,112.86
17785,11,2,271.44
17789,227,1,171.25
17790,53,4,573.04
17792,33,2,370.05
17794,252,2,147.3
17797,134,4,936.51
17798,147,1,183.09
17799,15,9,3035.76
17801,17,3,798.33
17802,54,5,2377.81
17804,98,2,266.23
17805,176,1,414.72
17807,145,2,301.62
17808,114,4,262.64
17809,60,6,3371.1800000000003
17810,234,2,374.81
17811,7,2,390.52
17812,96,1,101.4
17816,224,2,59.55
17818,303,1,130.18
17819,9,5,2316.18
17822,126,2,1100.49
17825,164,4,731.96
17827,187,1,392.59
17829,43,2,3357.58
17833,289,1,342.36
17834,11,1,412.68
17838,46,8,3008.04
17840,9,1,185.72
17841,3,72,22330.27
17842,168,1,430.69
17845,121,4,598.19
17847,81,2,129.69
17848,4,19,2519.31
17849,46,4,457.96000000000004
17850,4,121,45817.66
17851,92,5,1448.95
17852,290,2,380.36
17853,42,2,1073.51
17854,28,4,760.1899999999999
17857,207,1,468.0
17858,5,13,5882.99
17860,294,2,256.69
17861,17,8,2313.84
17862,129,1,150.83
17863,3,5,1813.78
17865,10,22,12498.460000000001
17866,50,2,805.3000000000001
17867,29,8,394.93
17869,35,2,393.66
17871,144,2,528.58
17873,8,11,3239.26
17875,254,1,167.1
17876,168,2,1619.02
17880,205,2,366.0
17883,105,3,324.08
17884,8,14,1745.2
17886,3,3,708.77
17888,30,13,966.09
17889,184,1,16.44
17894,35,1,132.34
17897,78,5,1386.51
17898,18,2,147.12
17901,87,2,149.7
17902,112,1,216.4
17905,16,9,1381.53
17907,206,1,291.76
17908,70,3,679.36
17909,303,1,132.55
17910,292,1,261.7
17913,12,10,2681.55
17915,117,1,242.13
17916,194,2,43.87
17918,66,3,396.39
17919,4,1,536.28
17920,64,31,18206.72
17921,19,4,1075.48
17922,109,1,170.4
17923,93,2,289.5
17926,10,3,638.2
17927,287,1,294.0
17928,137,1,128.7
17929,1,6,1477.2
17930,53,6,1910.1
17931,61,10,2395.56
17933,198,1,114.69
17935,191,2,225.25
17940,11,6,26286.75
17941,156,3,1128.72
17945,262,3,360.35
17949,4,67,49256.04
17950,81,3,530.29
17952,107,2,381.06
17953,106,1,160.82
17954,117,6,1183.09
17955,221,2,392.6
17958,294,1,465.41999999999996
17959,158,1,140.75
17960,88,2,61.300000000000004
17961,1,55,1511.15
17962,115,3,584.59
17963,37,4,651.51
17965,24,11,3280.94
17966,157,5,875.99
17968,78,1,130.64000000000001
17969,68,18,2141.7400000000002
17971,114,1,161.94
17975,3,3,582.88
17978,263,2,288.9
17982,246,1,138.18
17984,61,2,458.21
17987,116,1,197.32
17988,53,7,288.42
17990,107,2,535.6800000000001
17991,157,1,227.2
17993,183,1,235.19
17994,73,5,1397.49
17996,112,2,262.9
17998,303,2,319.19
18000,130,1,124.25
18001,15,4,536.61
18002,91,3,181.82
18006,183,2,356.48
18008,7,12,15420.14
18009,108,7,1898.49
18011,133,1,321.45
18012,289,1,115.3
18016,247,1,201.20000000000002
18020,109,1,190.48000000000002
18021,75,2,227.06
18022,112,1,198.81
18025,129,2,492.84000000000003
18026,66,2,2074.07
18028,149,1,192.05
18029,208,1,433.77
18036,28,6,847.56
18037,116,8,78.1
18038,122,1,149.41
18039,106,3,379.46
18041,10,13,3335.43
18042,107,1,116.10000000000001
18044,2,5,886.93
18046,215,1,189.63
18048,59,1,229.44
18049,3,2,556.52
18051,200,7,2282.28
18052,130,1,10877.18
18053,91,2,271.05
18056,184,1,190.95
18057,170,2,1002.81
18058,107,2,603.9
18060,130,1,464.4
18061,36,14,3205.65
18062,163,1,422.75
18063,199,1,102.0
18064,12,9,3681.03
18065,44,9,2392.5
18069,18,5,2024.42
18070,235,1,314.1
18071,37,4,716.6800000000001
18074,71,1,529.84
18075,2,5,1686.1100000000001
18077,37,6,1110.94
18078,194,1,372.74
18079,57,1,590.78
18085,194,1,258.75
18087,2,10,8270.34
18089,12,1,428.45
18091,159,1,360.85
18092,10,7,5625.46
18093,10,4,2346.19
18094,12,6,3374.22
18095,144,2,1427.3600000000001
18096,8,3,894.13
18097,11,4,1544.3200000000002
18100,116,1,451.56
18101,240,1,112.5
18102,31,78,269041.67
18103,115,1,105.8
18106,42,5,1030.76
18107,8,1,167.13
18108,162,2,577.8100000000001
18109,4,5,700.73
18111,155,1,405.85
18112,117,1,152.0
18115,263,1,9.700000000000001
18123,79,1,95.15
18124,38,1,111.53
18128,103,1,420.04
18131,197,1,222.95999999999998
18132,70,1,226.9
18134,164,2,445.0
18135,81,3,366.12
18136,17,1,682.78
18137,117,2,145.99
18140,39,1,536.41
18141,155,1,458.27
18144,29,5,1575.3500000000001
18145,51,5,1996.22
18148,212,1,114.10000000000001
18149,33,3,788.03
18151,124,3,1069.99
18152,212,1,426.69
18153,225,1,246.22
18154,56,1,189.29999999999998
18157,137,1,215.35
18162,298,1,379.15999999999997
18163,150,1,728.84
18166,189,1,175.5
18168,19,9,2010.72
18170,105,4,1197.74
18171,36,4,1206.0
18172,2,23,8106.14
18173,178,1,589.52
18174,169,1,58.5
18175,241,1,176.10000000000002
18177,126,3,875.45
18178,1,6,3896.6800000000003
18179,88,2,754.38
18181,127,3,493.12
18182,29,1,291.13
18186,288,1,329.58000000000004
18187,197,1,724.89
18188,162,2,337.55
18189,191,1,313.49
18190,169,3,461.16
18191,43,1,321.6
18193,8,1,684.15
18194,4,5,3188.2
18196,37,2,775.18
18197,141,1,230.1
18199,249,1,344.75
18201,288,1,447.53000000000003
18203,116,2,231.43
18206,119,1,314.65999999999997
18207,65,1,544.47
18208,131,1,360.08
18212,243,1,298.3
18214,96,4,1780.34
18215,3,4,1948.15
18217,79,2,323.29
18218,162,2,479.91999999999996
18219,15,6,884.4300000000001
18220,11,4,1286.84
18223,39,9,5317.05
18225,11,10,5354.88
18226,8,11,4959.07
18227,50,1,295.0
18229,14,6,1770.65
18230,91,1,288.0
18231,3,22,4414.3
18234,117,1,179.6
18236,47,3,424.42
18238,81,1,270.92
18241,44,2,466.3
18242,11,4,1372.72
18244,68,1,302.8
18245,67,8,2525.15
18246,175,1,162.72
18247,115,2,440.03
18251,11,8,21964.14
18252,114,5,1015.42
18253,208,1,317.88
18254,147,1,267.9
18255,22,1,199.85
18257,12,4,2262.52
18258,30,6,2059.67
18259,246,2,662.7
18260,19,9,3982.76
18262,168,1,202.06
18264,64,1,603.25
18267,238,1,269.37
18268,157,5,1464.73
18271,175,2,680.85
18272,114,3,1307.4
18273,156,1,153.0
18275,144,2,741.85
18276,85,3,683.67
18277,60,2,337.14
18279,85,1,231.34
18281,143,1,120.32
18283,43,4,446.42
18285,226,1,427.0
18286,42,2,1296.43
18287,10,3,1964.21
